Source Term Id,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
DEMO,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DEMO_B,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DEMO_C,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DEMO_D,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DEMO_E,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DEMO_F,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DEMO_G,Demographic Variables & Sample Weights,Demographics Table,http://purl.obolibrary.org/obo/NCIT_C168897,0.5773145285870463,NCIT
DRXIFF,Dietary Interview - Individual Foods,Interview,http://purl.obolibrary.org/obo/NCIT_C16751,0.5768478240025825,NCIT
DRXIFF_B,Dietary Interview - Individual Foods,Interview,http://purl.obolibrary.org/obo/NCIT_C16751,0.5768478240025825,NCIT
DRXTOT,Dietary Interview - Total Nutrient Intakes,Dietary Intake,http://purl.obolibrary.org/obo/NCIT_C169077,0.5512947625230561,NCIT
DRXTOT_B,Dietary Interview - Total Nutrient Intakes,Dietary Intake,http://purl.obolibrary.org/obo/NCIT_C169077,0.5512947625230561,NCIT
DSQFILE1,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",dietary supplement,http://purl.obolibrary.org/obo/FOODON_03401298,0.7560423499990332,FOODON
DSQ1_B,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",dietary supplement,http://purl.obolibrary.org/obo/FOODON_03401298,0.7560423499990332,FOODON
DSQ1_C,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",dietary supplement,http://purl.obolibrary.org/obo/FOODON_03401298,0.7560423499990332,FOODON
