Source Term Id,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
DMAETHN,Logical Imputation Flag for Ethnicity,CDISC ADaM Date Imputation Flag Terminology,http://purl.obolibrary.org/obo/NCIT_C81223,0.6048403436586444,NCIT
DMARACE,Logical Imputation Flag for Race Recode,CDISC ADaM Date Imputation Flag Terminology,http://purl.obolibrary.org/obo/NCIT_C81223,0.6470009305592042,NCIT
DMDBORN,Country of Birth - Recode,Birth Country Code,http://purl.obolibrary.org/obo/NCIT_C93516,0.8630064154980622,NCIT
DMDBORN2,Country of Birth - Recode,Birth Country Code,http://purl.obolibrary.org/obo/NCIT_C93516,0.8630064154980622,NCIT
DMDCITZN,Citizenship Status,Citizen,http://purl.obolibrary.org/obo/NCIT_C90516,0.602706188698962,NCIT
DMDEDUC,Education - Recode (old version),Education,http://purl.obolibrary.org/obo/NCIT_C16529,0.6673093028306575,NCIT
DMDEDUC2,Education Level - Adults 20+,Education Level,http://purl.obolibrary.org/obo/NCIT_C17953,0.7868775464474873,NCIT
DMDEDUC3,Education Level - Children/Youth 6-19,Education Level,http://purl.obolibrary.org/obo/NCIT_C17953,0.676650425974374,NCIT
DMDHHSIZ,Total number of people in the Household,Number of Children in Household,http://purl.obolibrary.org/obo/NCIT_C19309,0.6355835819971604,NCIT
DMDHRAGE,HH Ref Person Age,Person Observer,http://purl.obolibrary.org/obo/NCIT_C69245,0.6739302228415331,NCIT
DMDHRBRN,HH Ref Person Country of Birth,Country of birth (finding),http://snomed.info/id/370159000,0.6412784843019217,SNOMED
DMDHRBR2,HH Ref Person Country of Birth,Country of birth (finding),http://snomed.info/id/370159000,0.6412784843019217,SNOMED
DMDHREDU,HH Ref Person Education Level,Person Education Level Code,http://purl.obolibrary.org/obo/NCIT_C93986,0.838038799665509,NCIT
DMDHRGND,HH Ref Person Gender,Gender,http://purl.obolibrary.org/obo/NCIT_C17357,0.5939107962811991,NCIT
DMDHRMAR,HH Ref Person Marital Status,Person Marital Status Code,http://purl.obolibrary.org/obo/NCIT_C93988,0.8029758886890297,NCIT
