Source Term Id,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
DMAETHN,Logical Imputation Flag for Ethnicity,ethnic group,http://www.ebi.ac.uk/efo/EFO_0001799,0.5437723601628136,EFO
DMARACE,Logical Imputation Flag for Race Recode,Statistical Imputation,http://purl.obolibrary.org/obo/NCIT_C80304,0.542864104720971,NCIT
DMDBORN,Country of Birth - Recode,Birth Country Code,http://purl.obolibrary.org/obo/NCIT_C93516,0.8643011851199534,NCIT
DMDBORN2,Country of Birth - Recode,Birth Country Code,http://purl.obolibrary.org/obo/NCIT_C93516,0.8643011851199534,NCIT
DMDCITZN,Citizenship Status,Citizen,http://purl.obolibrary.org/obo/NCIT_C90516,0.5976159737801618,NCIT
DMDEDUC,Education - Recode (old version),Education,http://purl.obolibrary.org/obo/NCIT_C16529,0.6634594093908044,NCIT
DMDEDUC2,Education Level - Adults 20+,Education Level,http://purl.obolibrary.org/obo/NCIT_C17953,0.7861409637263416,NCIT
DMDEDUC3,Education Level - Children/Youth 6-19,Education Level,http://purl.obolibrary.org/obo/NCIT_C17953,0.6760170249906011,NCIT
DMDHHSIZ,Total number of people in the Household,Number of Children in Household,http://purl.obolibrary.org/obo/NCIT_C19309,0.6383821208534134,NCIT
DMDHRAGE,HH Ref Person Age,Person,http://purl.obolibrary.org/obo/NCIT_C25190,0.6718114406726734,NCIT
DMDHRBRN,HH Ref Person Country of Birth,Country of birth (finding),http://snomed.info/id/370159000,0.6412784843019217,SNOMED
DMDHRBR2,HH Ref Person Country of Birth,Country of birth (finding),http://snomed.info/id/370159000,0.6412784843019217,SNOMED
DMDHREDU,HH Ref Person Education Level,Person Education Level Code,http://purl.obolibrary.org/obo/NCIT_C93986,0.8374828425835362,NCIT
DMDHRGND,HH Ref Person Gender,Gender,http://purl.obolibrary.org/obo/NCIT_C17357,0.5968013733913677,NCIT
DMDHRMAR,HH Ref Person Marital Status,Person Marital Status Code,http://purl.obolibrary.org/obo/NCIT_C93988,0.8028518413331901,NCIT
DMDHSEDU,HH Ref Person's Spouse Education Level,Person Education Level Code,http://purl.obolibrary.org/obo/NCIT_C93986,0.7602107217840094,NCIT
DMDMARTL,Marital Status,Marital Status,http://purl.obolibrary.org/obo/NCIT_C25188,0.9928741263376477,NCIT
DMDSCHOL,Now attending school?,Attending school (finding),http://snomed.info/id/224305003,0.850477535152385,SNOMED
DMDYRSUS,Length of time in US,Length,http://purl.obolibrary.org/obo/NCIT_C25334,0.7628828810119115,NCIT
DMQMILIT,Veteran/Military Status,Military Status,http://purl.obolibrary.org/obo/NCIT_C171085,0.7531165732311526,NCIT
INDFMINC,Annual Family Income,Annual,http://purl.obolibrary.org/obo/NCIT_C54647,0.6589367041976724,NCIT
INDFMIN2,Annual Family Income,Annual,http://purl.obolibrary.org/obo/NCIT_C54647,0.6589367041976724,NCIT
INDFMPIR,Family PIR,Family,http://purl.obolibrary.org/obo/NCIT_C45290,0.7412867267504031,NCIT
INDHHINC,Annual Household Income,Household Income,http://purl.obolibrary.org/obo/NCIT_C70811,0.7750622255776346,NCIT
INDHHIN2,Annual Household Income,Household Income,http://purl.obolibrary.org/obo/NCIT_C70811,0.7750622255776346,NCIT
RIAGENDR,Gender,Gender,http://purl.obolibrary.org/obo/NCIT_C17357,0.983799972485083,NCIT
RIDAGEEX,Exam Age in Months - Recode,12 Months,http://purl.obolibrary.org/obo/NCIT_C156842,0.5010799265459029,NCIT
RIDAGEMN,Age in Months - Recode,12 Months,http://purl.obolibrary.org/obo/NCIT_C156842,0.5853926092389449,NCIT
RIDAGEYR,Age at Screening Adjudicated - Recode,Adjudication,http://purl.obolibrary.org/obo/NCIT_C86039,0.5797857720439598,NCIT
RIDAGGRP,Age at Screening Adjudicated - Recode,Adjudication,http://purl.obolibrary.org/obo/NCIT_C86039,0.5797857720439598,NCIT
RIDEXMON,Six month time period,Six,http://purl.obolibrary.org/obo/NCIT_C66837,0.5948753293604823,NCIT
RIDEXPRG,Pregnancy Status at Exam - Recode,Pregnancy Status,http://purl.obolibrary.org/obo/NCIT_C69218,0.7770294434876799,NCIT
RIDPREG,Pregnancy Status - Recode (old version),Pregnancy Status,http://purl.obolibrary.org/obo/NCIT_C69218,0.7067668728476468,NCIT
RIDRETH1,Race/Ethnicity - Recode,ethnic group,http://www.ebi.ac.uk/efo/EFO_0001799,0.7803257646940593,EFO
RIDRETH2,Linked NH3 Race/Ethnicity - Recode,ethnic group,http://www.ebi.ac.uk/efo/EFO_0001799,0.5723335756400911,EFO
RIDSTATR,Interview/Examination Status,Interview,http://purl.obolibrary.org/obo/NCIT_C16751,0.6097266997509803,NCIT
SDDSRVYR,Data Release Number,Data Release,http://purl.obolibrary.org/obo/NCIT_C172217,0.7449391810934864,NCIT
SDJ1REPN,Jack Knife Replicate Number,replicate,http://www.ebi.ac.uk/efo/EFO_0000683,0.6019017149970827,EFO
