Variable,Table,Source Term,Mapped Term Label,Mapped Term IRI,Mapping Score,Ontology
OHAEXSTS,OHXPRL_C,Overall Oral Health Exam Status,Health Status,http://purl.obolibrary.org/obo/NCIT_C16669,0.6625863366435323,NCIT
OHAEXSTS,OHXPRL_C,Overall Oral Health Exam Status,Oral health education (procedure),http://snomed.info/id/243085009,0.4322781787973982,SNOMED
OHAEXSTS,OHXPRL_C,Overall Oral Health Exam Status,mental health,http://www.ebi.ac.uk/efo/EFO_0003935,0.37335956801862513,EFO
OHAEXSTS,OHXPRL_C,Overall Oral Health Exam Status,dental exam,http://purl.obolibrary.org/obo/OHD_0000019,0.35054576152681444,OHD
OHAEXSTS,OHXPRL_C,Overall Oral Health Exam Status,exposure to oral steroids,http://purl.obolibrary.org/obo/ECTO_0900001,0.31512852603592995,ECTO
OHASCST4,OHXPRL_C,Periodontal Status Code,Periodontal Route of Administration,http://purl.obolibrary.org/obo/NCIT_C38294,0.7573982641649104,NCIT
OHASCST4,OHXPRL_C,Periodontal Status Code,periodontal measurement,http://www.ebi.ac.uk/efo/EFO_0007780,0.6563740671477135,EFO
OHASCST4,OHXPRL_C,Periodontal Status Code,Periodontal operation (procedure),http://snomed.info/id/234677007,0.587024534698186,SNOMED
OHASCST4,OHXPRL_C,Periodontal Status Code,periodontist,http://purl.obolibrary.org/obo/OHD_0000187,0.585639445007641,OHD
OHASCST4,OHXPRL_C,Periodontal Status Code,monodont,http://purl.obolibrary.org/obo/FOODON_03414635,0.35060121577018344,FOODON
OHD18CJD,OHXPRL_C,LOA: distal #18 FGM/CEJ,Distal Resection Margin,http://purl.obolibrary.org/obo/NCIT_C138061,0.5735268452349124,NCIT
OHD18CJD,OHXPRL_C,LOA: distal #18 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5603185132352209,EFO
OHD18CJD,OHXPRL_C,LOA: distal #18 FGM/CEJ,Open fracture of distal tibia and distal fibula (disorder),http://snomed.info/id/445311003,0.32930870402260637,SNOMED
OHD18CJM,OHXPRL_C,LOA: mid-facial #18 FGM/CEJ,Facial,http://purl.obolibrary.org/obo/NCIT_C161327,0.5481644264281705,NCIT
OHD18CJM,OHXPRL_C,LOA: mid-facial #18 FGM/CEJ,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.41316643606974346,EFO
OHD18CJM,OHXPRL_C,LOA: mid-facial #18 FGM/CEJ,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.40918076460255626,SNOMED
OHD18CJS,OHXPRL_C,LOA: mesial #18 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.596312002516828,NCIT
OHD18CJS,OHXPRL_C,LOA: mesial #18 FGM/CEJ,Loa loa (organism),http://snomed.info/id/47759003,0.32055164936829383,SNOMED
OHD18LAD,OHXPRL_C,LOA: distal #18 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5998608248709677,NCIT
OHD18LAD,OHXPRL_C,LOA: distal #18 calculated LA,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.4954652230564846,EFO
OHD18LAD,OHXPRL_C,LOA: distal #18 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.4062133296046831,SNOMED
OHD18LAM,OHXPRL_C,LOA: mid-facial #18 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5545800616197373,NCIT
OHD18LAM,OHXPRL_C,LOA: mid-facial #18 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.3755501343355467,SNOMED
OHD18LAM,OHXPRL_C,LOA: mid-facial #18 calculated LA,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.3726733776568084,EFO
OHD18LAS,OHXPRL_C,LOA: mesial #18 calculated LA,Calculation,http://purl.obolibrary.org/obo/NCIT_C54125,0.5913430048689112,NCIT
OHD18LAS,OHXPRL_C,LOA: mesial #18 calculated LA,Calculated (qualifier value),http://snomed.info/id/258090004,0.40044523827324296,SNOMED
OHD18LAS,OHXPRL_C,LOA: mesial #18 calculated LA,bladder calculus,http://www.ebi.ac.uk/efo/EFO_1000839,0.3697543120750826,EFO
OHD18PCD,OHXPRL_C,LOA: distal #18 PD,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.6235516973261808,NCIT
OHD18PCD,OHXPRL_C,LOA: distal #18 PD,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.6091912922192813,EFO
OHD18PCD,OHXPRL_C,LOA: distal #18 PD,PD 20 (finding),http://snomed.info/id/252104005,0.3758630143130349,SNOMED
OHD18PCD,OHXPRL_C,LOA: distal #18 PD,food (ready-to-serve),http://purl.obolibrary.org/obo/FOODON_03316636,0.30519954102395475,FOODON
OHD18PCM,OHXPRL_C,LOA: mid-facial #18 PD,Face,http://purl.obolibrary.org/obo/NCIT_C13071,0.5865202782016228,NCIT
OHD18PCM,OHXPRL_C,LOA: mid-facial #18 PD,facial pain,http://www.ebi.ac.uk/efo/EFO_0009625,0.4420762846765159,EFO
OHD18PCM,OHXPRL_C,LOA: mid-facial #18 PD,Facial branch of facial artery (body structure),http://snomed.info/id/314308004,0.4378117300555837,SNOMED
OHD18PCS,OHXPRL_C,LOA: mesial #18 PD,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.6462228790292726,NCIT
OHD18PCS,OHXPRL_C,LOA: mesial #18 PD,PD 20 (finding),http://snomed.info/id/252104005,0.3678810825214966,SNOMED
OHD18PCS,OHXPRL_C,LOA: mesial #18 PD,loiasis,http://www.ebi.ac.uk/efo/EFO_1000729,0.32297368779259433,EFO
OHD19CJD,OHXPRL_C,LOA: distal #19 FGM/CEJ,Distal,http://purl.obolibrary.org/obo/NCIT_C25237,0.5602079512157674,NCIT
OHD19CJD,OHXPRL_C,LOA: distal #19 FGM/CEJ,distal,http://www.ebi.ac.uk/efo/EFO_0001655,0.5473063535486274,EFO
OHD19CJD,OHXPRL_C,LOA: distal #19 FGM/CEJ,Open fracture of distal tibia and distal fibula (disorder),http://snomed.info/id/445311003,0.32166123683794023,SNOMED
