"FFQ0040.Code.or.Value","FFQ0040.Value.Description","FFQ0040.Count","FFQ0040.Cumulative","FFQ0040.Skip.to.Item"
1,"never",2199,2199,NA
2,"1-6 times per year",696,2895,NA
3,"7-11 times per year",399,3294,NA
4,"1 time per month",410,3704,NA
5,"2-3 times per month",693,4397,NA
6,"1 time per week",445,4842,NA
7,"2 times per week",470,5312,NA
8,"3-4 times per week",302,5614,NA
9,"5-6 times per week",138,5752,NA
10,"1 time per day",105,5857,NA
11,"2 or more times per day",57,5914,NA
88,"Blank",83,5997,NA
99,"Error",16,6013,NA
