"FFQ0137.Code.or.Value","FFQ0137.Value.Description","FFQ0137.Count","FFQ0137.Cumulative","FFQ0137.Skip.to.Item"
1,"never",2353,2353,"FFQ0138"
2,"1-6 times per year",1125,3478,""
3,"7-11 times per year",606,4084,""
4,"1 time per month",490,4574,""
5,"2-3 times per month",544,5118,""
6,"1 time per week",271,5389,""
7,"2 times per week",184,5573,""
8,"3-4 times per week",125,5698,""
9,"5-6 times per week",25,5723,""
10,"1 time per day",34,5757,""
11,"2 or more times per day",10,5767,""
88,"Blank",237,6004,""
99,"Error",9,6013,""
